,SBD,Toán,Văn,Sử,Địa,Ngoại ngữ,GDCD,Lí,Hóa,Sinh
854,50003275,4.6,4.5,3.75,6.5,2.4,5.75,,,
855,50003276,4.6,6.5,6.25,6.0,3.8,8.25,,,
856,50003277,6.6,7.25,,,5.2,,4.75,5.75,5.75
857,50003278,4.2,7.25,5.5,5.0,,,,,
858,50003279,5.8,6.5,,,6.2,,4.75,3.25,4.0
859,50003280,6.6,6.0,6.0,7.5,5.2,8.75,,,
860,50003281,5.2,6.5,6.0,6.5,3.8,6.25,,,
861,50003282,6.0,7.0,,,4.8,,5.25,4.75,4.25
862,50003283,4.2,5.0,3.5,4.75,,,,,
863,50003284,7.2,6.75,7.25,6.5,3.4,7.0,,,
864,50003285,6.8,6.25,,,4.8,,5.25,4.75,5.75
865,50003286,6.6,8.25,7.75,7.5,8.4,8.75,,,
866,50003287,4.8,6.75,4.75,5.25,4.0,7.75,,,
867,50003288,4.0,4.75,3.25,5.5,6.0,6.75,,,
868,50003289,8.0,7.0,,,6.8,,5.75,7.75,8.5
869,50003290,7.0,6.75,,,6.6,,5.5,5.0,4.5
870,50003291,6.8,7.0,5.75,7.0,5.2,8.0,,,
871,50003292,8.2,7.0,,,5.2,,6.0,5.0,4.75
872,50003293,5.0,6.75,5.75,5.75,2.6,7.25,,,
873,50003294,3.6,5.25,2.5,7.75,1.6,5.5,,,
874,50003295,6.2,6.25,7.0,7.0,4.2,7.75,,,
875,50003296,8.2,6.75,,,4.8,,7.0,7.75,7.75
876,50003297,5.2,7.75,8.25,6.25,4.4,7.5,,,
877,50003298,5.8,7.5,8.0,7.75,4.4,9.0,,,
878,50003299,6.2,7.0,,,5.4,,6.0,4.25,4.25
879,50003300,6.2,6.5,3.5,6.75,4.0,5.5,,,
880,50003301,6.0,7.25,7.0,8.0,4.6,8.75,,,
881,50003302,7.0,6.0,,,5.0,,6.25,5.25,4.75
882,50003303,5.8,5.0,4.75,6.25,4.6,7.0,,,
883,50003304,4.8,5.75,6.75,5.75,3.8,8.0,,,
884,50003305,5.8,6.0,6.0,6.0,4.8,7.25,,,
885,50003306,8.2,6.5,,,5.8,,7.25,7.25,6.75
886,50003307,8.4,9.0,,,6.0,,7.25,7.5,8.5
887,50003308,5.8,7.0,7.25,7.75,4.4,7.5,,,
888,50003309,8.4,8.25,,,7.8,,5.25,6.25,5.5
889,50003310,4.6,7.0,7.25,8.25,7.8,8.25,,,
890,50003311,5.8,7.0,6.75,6.5,3.2,8.0,,,
891,50003312,7.2,6.0,6.25,6.5,6.0,9.0,,,
892,50003313,7.4,7.25,,,5.6,,6.5,6.75,4.25
893,50003314,6.2,5.0,3.5,6.25,4.0,6.5,,,
894,50003315,6.4,7.0,,,4.6,,6.0,6.25,3.75
895,50003316,8.0,7.75,,,6.2,,6.5,8.0,7.5
896,50003317,8.2,7.75,,,4.8,,6.0,7.25,3.75
897,50003318,4.8,6.0,5.25,6.25,3.0,8.0,,,
898,50003319,7.0,6.25,6.0,8.25,3.8,8.75,,,
899,50003320,5.0,7.0,7.75,7.25,4.2,8.0,,,
900,50003321,4.4,7.25,8.0,7.75,3.8,8.75,,,
901,50003322,7.2,7.0,,,4.0,,6.75,9.0,4.75
902,50003323,6.8,6.25,6.5,7.0,4.6,8.75,,,
903,50003324,5.8,7.58,6.0,7.0,4.0,8.75,,,
904,50003325,7.2,7.75,,,8.2,,6.25,9.0,5.5
905,50003326,8.2,6.0,,,4.0,,6.25,7.75,5.0
906,50003327,6.4,6.25,,,4.6,,6.0,6.75,5.0
907,50003328,8.2,8.25,,,9.0,,7.75,6.75,5.5
908,50003329,8.6,6.5,,,7.0,,7.5,9.5,9.25
909,50003330,5.8,5.75,7.5,7.25,3.8,8.0,,,
910,50003331,5.4,7.25,5.25,5.5,2.6,7.75,,,
911,50003332,8.2,6.75,,,5.0,,5.75,6.5,3.5
912,50003333,3.8,6.0,6.0,6.0,3.6,7.5,,,
913,50003334,6.2,7.5,6.5,5.75,2.8,7.75,,,
914,50003335,3.6,7.0,5.0,5.75,3.2,8.0,,,
915,50003336,7.0,7.25,8.25,7.5,5.4,8.75,,,
916,50003337,5.4,6.5,,,4.6,,7.0,7.25,3.75
917,50003338,6.2,8.0,8.25,8.0,5.0,8.75,,,
918,50003339,8.8,6.5,,,6.6,,7.75,8.25,3.75
919,50003340,6.0,6.75,6.5,5.5,,,,,
920,50003341,6.6,8.0,7.75,8.0,5.0,8.0,,,
921,50003342,5.0,8.0,7.5,6.75,3.2,8.75,,,
922,50003343,4.2,7.0,4.5,6.75,3.6,7.0,,,
923,50003344,6.0,7.0,6.5,6.25,5.2,8.5,,,
924,50003345,8.6,7.0,,,6.0,,7.5,8.75,5.75
925,50003346,7.6,7.5,,,6.2,,5.0,8.0,6.75
926,50003347,7.0,8.0,7.0,7.5,8.0,8.75,,,
927,50003348,7.2,7.75,7.5,8.25,7.2,8.75,,,
928,50003349,6.8,8.5,8.25,9.25,4.6,8.75,,,
929,50003350,6.2,8.25,7.0,7.75,6.2,8.5,,,
930,50003351,6.8,7.25,5.75,7.25,4.2,9.5,,,
931,50003352,6.8,7.5,6.5,8.25,5.8,8.25,,,
932,50003353,7.4,7.25,,,5.4,,7.25,8.0,5.25
933,50003354,6.0,7.75,6.25,6.75,4.8,8.5,,,
934,50003355,6.8,5.25,,,5.2,,7.0,7.0,4.0
935,50003356,8.2,8.75,,,5.2,,6.5,6.25,5.5
936,50003357,6.2,6.25,8.25,8.75,3.8,8.0,,,
937,50003358,5.4,7.25,6.0,8.0,,,,,
938,50003359,8.2,8.75,,,4.8,,7.5,8.25,6.5
939,50003360,7.0,8.25,,,4.8,,7.25,5.75,3.5
940,50003361,7.0,8.5,,,4.6,,6.0,5.0,4.25
941,50003362,7.0,8.25,6.5,6.5,4.6,7.5,,,
942,50003363,3.0,5.0,6.0,4.75,3.2,5.25,,,
943,50003364,7.4,8.0,9.0,9.25,6.2,9.25,,,
944,50003365,7.2,8.25,7.25,8.0,7.6,9.5,,,
945,50003366,7.4,8.0,,,5.8,,5.25,8.25,6.0
946,50003367,7.2,8.0,6.75,7.25,6.6,8.25,,,
947,50003368,5.2,6.75,7.5,7.25,3.2,9.5,,,
948,50003369,7.8,7.0,,,6.6,,7.25,8.25,5.0
949,50003370,8.0,7.5,7.75,8.0,4.6,8.25,,,
950,50003371,5.0,5.0,,,3.2,,4.25,7.0,4.25
951,50003372,6.8,7.0,7.5,7.5,,,,,
952,50003373,9.0,8.75,,,8.2,,6.5,7.75,6.75
953,50003374,5.6,7.0,,,3.6,,5.75,6.75,4.0
954,50003375,8.4,8.25,,,7.4,,6.75,9.0,5.5
955,50003376,8.2,5.75,,,5.2,,7.0,7.5,7.5
956,50003377,7.8,7.5,7.0,7.5,5.4,7.75,,,
957,50003378,7.8,5.75,,,4.2,,7.0,7.25,4.25
958,50003379,8.4,7.25,7.5,7.0,5.4,8.75,,,
959,50003380,4.2,6.0,7.75,7.0,,,,,
960,50003381,5.0,6.25,,,3.4,,4.0,4.5,3.75
961,50003382,5.8,7.0,8.5,8.5,5.6,6.75,,,
962,50003383,4.2,5.0,7.5,7.75,,,,,
963,50003384,5.2,4.5,5.0,5.25,,,,,
964,50003385,8.4,7.25,,,8.2,,6.25,6.5,5.0
965,50003386,6.6,5.75,,,3.6,,6.5,6.25,4.5
966,50003387,7.4,7.0,6.25,6.0,4.6,9.0,,,
967,50003388,8.0,8.0,,,5.2,,5.0,7.5,6.0
968,50003389,5.6,6.25,8.75,8.75,3.8,7.0,,,
969,50003390,7.2,9.25,,,4.6,,5.75,7.0,7.0
970,50003391,8.2,7.5,,,5.2,,7.75,8.75,4.0
971,50003392,8.0,7.75,,,6.2,,7.25,8.25,7.75
972,50003393,5.4,5.75,7.0,4.0,,,,,
973,50003394,8.0,6.75,,,4.6,,5.75,7.75,6.25
974,50003395,7.8,8.0,,,5.2,,7.25,8.5,8.25
975,50003396,8.4,7.75,,,6.2,,8.25,7.25,5.5
976,50003397,6.2,7.25,8.0,7.25,5.8,9.5,,,
977,50003398,4.8,6.0,4.5,5.75,4.6,8.0,,,
978,50003399,5.2,5.25,,,2.6,,4.5,5.25,2.0
979,50003400,7.6,8.0,,,6.8,,7.25,6.0,4.5
980,50003401,6.2,6.5,,,3.6,,5.25,4.75,4.75
981,50003402,7.6,7.0,,,4.2,,6.25,7.5,5.25
982,50003403,6.6,7.5,5.5,5.5,3.4,6.75,,,
983,50003404,7.8,7.5,,,4.2,,5.75,7.0,6.5
984,50003405,6.8,5.5,7.75,6.0,1.8,7.0,,,
985,50003406,6.2,7.25,6.25,6.75,4.0,7.5,,,
986,50003407,6.4,7.5,8.25,7.75,4.4,9.0,,,
987,50003408,5.6,6.0,,,3.8,,6.5,6.25,2.5
988,50003409,7.0,5.75,,,4.6,,4.25,5.25,3.0
989,50003410,6.6,7.0,6.0,7.0,4.0,8.0,,,
990,50003411,8.4,7.0,,,9.0,,8.0,7.75,6.0
991,50003412,6.8,5.67,7.25,8.0,3.8,9.25,,,
992,50003413,5.6,6.0,6.75,7.75,4.2,8.0,,,
993,50003414,6.6,6.0,7.0,8.0,3.6,8.5,,,
994,50003415,4.8,5.5,,,4.4,,5.5,5.5,5.0
995,50003416,8.6,6.5,,,6.8,,7.25,8.25,6.25
996,50003417,7.6,7.0,,,5.6,,7.25,8.5,5.5
997,50003418,4.0,5.25,7.5,7.25,,,,,
998,50003419,5.4,4.0,6.75,7.25,4.4,7.75,,,
999,50003420,5.2,7.5,8.0,7.0,4.2,8.25,,,
1000,50003421,5.6,6.75,,,4.0,,5.5,6.0,4.75
1001,50003422,7.2,6.25,,,4.8,,6.25,8.0,4.25
1002,50003423,5.0,4.25,,,2.6,,4.0,3.5,3.5
1003,50003424,3.8,4.75,4.25,5.5,,,,,
1004,50003425,7.0,6.5,6.75,8.25,5.2,7.75,,,
1005,50003426,6.0,6.5,,,3.4,,4.25,3.5,4.5
1006,50003427,4.8,5.5,4.75,6.25,3.4,6.25,,,
1007,50003428,7.6,8.25,9.0,7.25,6.4,9.25,,,
1008,50003429,6.0,6.75,,,4.4,,3.75,5.25,5.75
1009,50003430,4.6,5.75,3.25,6.25,3.0,5.5,,,
1010,50003431,6.2,6.25,,,3.8,,6.25,5.0,3.5
1011,50003432,6.8,6.5,,,3.6,,6.0,3.25,3.25
1012,50003433,6.2,6.0,5.25,6.25,5.2,7.0,,,
1013,50003434,7.4,7.5,,,7.4,,5.75,6.75,6.25
1014,50003435,6.0,6.75,5.5,7.25,4.6,6.75,,,
1015,50003436,4.6,6.75,7.25,6.75,2.8,7.5,,,
1016,50003437,6.8,7.75,,,5.2,,6.0,5.0,5.25
1017,50003438,7.4,7.0,,,4.8,,5.75,7.0,7.75
1018,50003439,6.8,6.0,6.25,7.25,4.8,6.75,,,
1019,50003440,7.4,8.0,,,6.6,,6.25,7.75,7.75
1020,50003441,7.8,8.5,,,7.0,,6.75,8.5,6.5
1021,50003442,7.6,8.25,,,5.4,,6.75,7.75,4.0
1022,50003443,7.2,7.25,6.5,7.5,5.6,9.0,,,
1023,50003444,8.2,5.25,,,7.0,,7.75,8.25,5.25
1024,50003445,8.0,3.5,8.0,7.25,4.2,8.0,,,
1025,50003446,6.8,7.0,7.75,7.25,6.0,9.0,,,
1026,50003447,7.2,5.25,,,7.4,,6.5,6.5,5.75
1027,50003448,4.4,7.5,,,4.0,,4.0,5.5,4.75
1028,50003449,5.6,6.5,,,3.6,,4.25,3.75,2.75
1029,50003450,8.0,6.25,,,6.2,,7.25,7.0,6.5
1030,50003451,6.4,6.25,8.0,7.75,5.0,8.5,,,
1031,50003452,6.6,6.75,6.75,7.0,4.0,7.5,,,
1032,50003453,5.8,5.75,7.0,6.75,,,,,
1033,50003454,5.8,6.25,6.0,7.0,5.2,7.75,,,
1034,50003455,3.8,6.75,4.5,6.0,3.8,5.75,,,
1035,50003456,7.8,7.5,7.75,8.0,3.6,9.25,,,
1036,50003457,8.6,8.0,8.0,7.0,9.0,7.5,,,
1037,50003458,7.0,8.0,8.0,8.25,5.6,8.5,,,
1038,50003459,8.2,8.0,8.25,8.25,6.8,9.25,,,
1039,50003460,6.6,7.0,,,4.6,,5.75,6.25,4.5
1040,50003461,5.8,5.5,5.75,5.0,4.0,6.5,,,
1041,50003462,5.4,5.5,5.0,6.5,,,,,
1042,50003463,7.8,7.75,,,5.4,,6.25,8.0,5.25
1043,50003464,7.0,7.5,,,5.6,,6.0,5.75,4.75
1044,50003465,7.0,8.25,3.75,6.75,3.8,6.75,,,
1045,50003466,4.8,6.5,4.5,6.25,4.4,5.5,,,
1046,50003467,5.0,7.5,6.0,6.25,4.6,7.5,,,
1047,50003468,5.4,5.0,7.25,7.25,6.0,7.0,,,
1048,50003469,8.0,7.5,,,6.2,,5.25,8.0,8.25
1049,50003470,6.8,7.0,6.25,7.5,6.4,7.5,,,
1050,50003471,7.2,6.25,,,3.8,,5.75,6.0,5.25
1051,50003472,6.4,7.25,6.0,6.5,3.8,8.0,,,
1052,50003473,6.6,8.0,8.0,7.5,6.0,9.0,,,
1053,50003474,5.8,7.75,8.75,8.25,6.0,9.0,,,
1054,50003475,7.6,8.25,9.0,7.75,6.2,9.5,,,
1055,50003476,4.4,7.75,,,6.2,,2.75,4.25,2.75
1056,50003477,8.6,8.0,,,6.6,,7.25,7.5,5.0
1057,50003478,6.8,6.75,8.25,8.75,6.0,8.75,,,
1058,50003479,7.4,7.0,,,6.0,,6.0,7.5,4.5
1059,50003480,6.2,6.5,5.25,6.5,4.4,9.0,,,
1060,50003481,5.8,5.25,4.5,7.0,4.8,7.5,,,
1061,50003482,7.0,7.0,8.75,8.0,6.8,9.5,,,
1062,50003483,6.4,7.25,,,5.2,,5.75,5.5,5.0
1063,50003484,6.2,6.5,7.25,7.0,5.2,8.0,,,
1064,50003485,8.2,8.25,,,6.8,,7.5,6.25,4.5
1065,50003486,6.4,6.5,,,7.8,,7.75,7.0,5.25
1066,50003487,7.0,8.75,9.0,7.5,7.0,9.0,,,
1067,50003488,7.2,7.0,8.0,8.0,4.4,8.25,,,
1068,50003489,6.4,6.25,,,5.2,,5.75,6.0,3.75
1069,50003490,7.6,6.25,,,9.2,,5.0,5.0,4.5
1070,50003491,6.8,5.75,,,3.6,,7.0,7.0,4.5
1071,50003492,6.4,6.5,5.5,6.25,7.8,8.25,,,
1072,50003493,7.8,5.0,,,6.0,,6.25,7.75,7.75
1073,50003494,4.0,5.5,4.5,6.25,2.0,7.0,,,
1074,50003495,7.0,7.5,5.75,6.5,5.4,7.5,,,
1075,50003496,7.4,7.5,,,6.0,,7.25,7.0,4.75
1076,50003497,7.0,8.0,,,7.4,,7.75,5.25,4.25
1077,50003498,7.2,7.25,,,6.0,,7.75,7.75,7.0
1078,50003499,6.8,6.5,7.5,7.75,4.6,8.5,,,
1079,50003500,8.2,6.0,,,4.8,,6.5,5.75,4.75
1080,50003501,6.0,6.75,,,4.6,,7.0,6.0,4.0
1081,50003502,6.2,7.5,6.0,7.25,6.0,9.5,,,
1082,50003503,6.0,6.25,5.25,5.25,5.0,8.75,,,
1083,50003504,5.2,5.75,7.5,5.25,,,,,
1084,50003505,7.6,7.0,,,5.2,,7.25,5.0,4.25
1085,50003506,5.4,6.25,5.75,6.25,5.2,8.25,,,
1086,50003507,5.4,6.5,5.75,6.5,4.8,7.5,,,
1087,50003508,4.8,6.25,5.75,7.25,,,,,
1088,50003509,6.2,8.0,,,4.0,,5.0,6.5,2.5
1089,50003510,5.0,7.75,7.25,6.0,4.4,7.5,,,
1090,50003511,3.8,6.25,7.0,6.75,2.0,7.75,,,
1091,50003512,8.0,6.75,,,4.6,,7.25,7.75,5.5
1092,50003513,4.6,4.0,8.25,6.75,5.6,7.0,,,
1093,50003514,5.8,6.0,,,5.4,,6.75,6.0,4.25
1094,50003515,7.4,6.0,,,4.4,,7.0,6.75,5.75
1095,50003516,5.2,6.5,8.25,7.25,,,,,
1096,50003517,5.0,7.0,6.25,7.0,3.8,6.25,,,
1097,50003518,7.8,7.0,7.0,7.25,3.6,8.0,,,
1098,50003519,7.2,7.0,5.75,7.5,5.4,7.75,,,
1099,50003520,8.0,5.75,,,3.6,,5.75,8.0,5.0
1100,50003521,8.6,7.0,,,8.0,,8.25,7.25,3.75
1101,50003522,7.4,6.75,,,4.2,,6.75,7.0,5.0
1102,50003523,4.6,6.0,4.5,5.0,4.2,7.75,,,
1103,50003524,8.4,7.75,8.0,8.0,7.2,8.5,,,
1104,50003525,8.8,6.5,,,6.4,,7.0,8.25,8.5
1105,50003526,4.8,6.75,,,5.4,,5.75,5.75,5.5
1106,50003527,5.8,6.5,,,5.0,,4.5,4.5,3.0
1107,50003528,6.2,8.0,6.75,6.25,4.6,7.5,,,
1108,50003529,3.2,5.0,5.0,5.5,3.2,6.0,,,
1109,50003530,7.8,8.75,9.0,8.25,6.2,9.0,,,
1110,50003531,8.0,9.0,,,6.6,,7.25,7.25,6.25
1111,50003532,5.2,5.25,6.25,6.75,4.6,6.75,,,
1112,50003533,7.6,6.83,7.5,8.0,4.4,9.0,,,
1113,50003534,8.0,8.5,8.0,8.25,6.6,9.0,,,
1114,50003535,6.6,7.0,6.25,4.5,3.6,8.5,,,
1115,50003536,5.8,5.25,7.0,7.75,,,,,
1116,50003537,6.4,7.0,9.0,8.5,6.0,8.75,,,
1117,50003538,7.0,7.25,,,7.2,,6.5,7.0,5.25
1118,50003539,7.6,8.25,,,5.4,,6.25,6.0,6.25
1119,50003540,5.2,6.0,2.5,6.5,4.4,8.0,,,
1120,50003541,4.2,5.0,6.25,6.75,,,,,
1121,50003542,6.4,6.0,8.25,7.0,3.4,8.75,,,
1122,50003543,7.4,6.75,5.75,6.75,3.0,7.75,,,
1123,50003544,5.8,6.5,6.0,6.75,5.6,7.5,,,
1124,50003545,5.8,5.25,7.0,8.0,3.4,8.0,,,
1125,50003546,7.0,6.75,,,5.4,,6.25,7.25,5.5
1126,50003547,6.0,6.75,,,2.8,,5.25,5.75,3.5
1127,50003548,6.6,6.75,,,4.8,,4.25,5.5,4.25
1128,50003549,6.2,8.0,,,3.2,,5.75,5.75,5.0
1129,50003550,6.0,7.08,,,5.4,,6.0,6.75,4.25
1130,50003551,6.2,7.33,,,5.2,,5.75,6.5,4.75
1131,50003552,7.2,8.0,,,7.4,,6.5,6.0,5.25
1132,50003553,5.8,6.25,5.25,6.25,4.4,8.0,,,
1133,50003554,5.6,8.0,7.75,5.75,6.4,7.75,,,
1134,50003555,8.8,8.0,,,4.8,,6.0,7.75,5.5
1135,50003556,6.8,7.25,,,4.0,,6.5,5.25,5.0
1136,50003557,6.4,6.75,,,6.4,,6.0,7.0,5.0
1137,50003558,7.6,8.75,,,5.8,,8.5,8.5,7.0
1138,50003559,7.4,8.5,,,5.6,,5.5,6.5,4.75
1139,50003560,5.2,7.33,5.5,4.75,5.4,8.75,,,
1140,50003561,3.4,5.75,5.5,6.5,4.0,6.75,,,
1141,50003562,5.6,6.0,6.5,6.0,4.8,7.5,,,
1142,50003563,5.8,6.5,5.0,6.5,4.4,7.0,,,
1143,50003564,7.0,7.75,,,5.8,,7.5,8.25,5.5
1144,50003565,4.8,7.5,6.75,6.5,2.6,8.0,,,
1145,50003566,4.4,7.25,7.75,8.5,3.0,8.0,,,
1146,50003567,8.0,8.0,8.75,8.0,7.0,8.75,,,
1147,50003568,8.4,7.25,,,5.0,,6.5,7.0,4.75
1148,50003569,7.4,7.25,,,5.2,,5.0,5.75,4.0
1149,50003570,7.4,8.0,,,6.0,,7.25,6.5,4.75
1150,50003571,7.6,7.75,,,5.6,,7.5,8.0,4.0
1151,50003572,7.6,8.5,8.5,7.25,5.0,8.25,,,
1152,50003573,7.6,6.75,,,6.2,,6.0,4.75,5.5
1153,50003574,4.2,7.5,6.5,6.0,4.0,7.75,,,
1154,50003575,7.4,8.0,,,6.2,,6.25,5.75,5.0
1155,50003576,7.6,8.5,,,6.2,,6.25,6.5,5.75
1156,50003577,7.6,7.25,6.75,5.5,5.2,9.5,,,
1157,50003578,8.4,8.25,,,4.2,,6.25,7.75,6.75
1158,50003579,7.6,7.75,,,3.4,,7.25,6.25,4.5
1159,50003580,8.2,8.75,,,7.0,,6.0,8.0,8.25
1160,50003581,8.4,7.0,,,5.0,,5.75,7.25,6.75
1161,50003582,6.8,4.5,8.0,8.0,5.0,9.75,,,
1162,50003583,8.0,8.0,,,8.4,,8.0,8.5,6.75
1163,50003584,8.2,6.25,,,4.6,,7.25,7.75,6.5
1164,50003585,6.4,7.75,6.75,7.5,4.6,9.75,,,
1165,50003586,5.2,6.5,4.75,6.0,4.2,9.0,,,
1166,50003587,6.6,8.0,5.25,7.0,4.2,8.75,,,
1167,50003588,5.4,6.0,6.5,6.25,3.2,8.75,,,
1168,50003589,6.8,5.5,5.75,7.0,3.2,7.5,,,
1169,50003590,6.0,6.0,6.25,5.75,3.4,7.75,,,
1170,50003591,7.6,8.25,,,4.6,,7.75,8.75,3.75
1171,50003592,6.8,7.5,,,4.4,,6.5,7.0,6.0
1172,50003593,8.0,8.0,,,6.8,,8.25,6.0,7.5
1173,50003594,7.4,8.25,,,5.8,,5.75,5.25,4.5
1174,50003595,3.6,6.5,8.5,6.5,2.6,9.0,,,
1175,50003596,5.8,8.0,6.25,7.25,6.0,8.5,,,
1176,50003597,8.2,8.0,,,6.8,,8.25,9.0,5.25
1177,50003598,8.0,7.0,,,6.4,,7.25,7.5,5.75
1178,50003599,8.0,7.25,8.25,7.5,4.8,8.5,,,
1179,50003600,7.2,7.75,,,5.8,,4.75,8.5,6.75
1180,50003601,8.6,8.0,,,7.4,,6.0,9.0,8.0
1181,50003602,7.2,5.75,,,4.4,,6.75,7.0,5.25
1182,50003603,7.4,8.5,,,5.2,,8.25,7.25,7.25
1183,50003604,8.0,8.0,,,7.0,,7.0,7.75,6.75
1184,50003605,6.6,8.0,7.25,8.25,5.8,9.0,,,
1185,50003606,7.8,7.5,,,5.4,,7.25,6.5,6.0
1186,50003607,6.8,7.25,7.25,7.5,3.4,8.75,,,
1187,50003608,7.2,6.5,,,3.8,,5.0,5.75,4.5
1188,50003609,6.4,7.5,,,6.0,,2.75,6.75,4.5
1189,50003610,7.2,7.75,,,7.0,,6.0,6.0,4.75
1190,50003611,8.0,6.5,,,8.0,,8.0,8.0,7.0
1191,50003612,7.4,5.75,,,5.8,,7.0,5.5,7.25
1192,50003613,4.0,7.25,6.5,7.25,3.6,8.75,,,
1193,50003614,4.4,5.75,6.5,6.5,4.0,8.0,,,
1194,50003615,6.6,7.0,,,6.2,,6.75,6.5,5.5
1195,50003616,6.6,7.0,,,3.4,,4.75,5.5,3.5
1196,50003617,6.2,8.75,7.75,7.75,5.4,10.0,,,
1197,50003618,5.0,5.75,,,4.4,,3.75,6.0,2.25
1198,50003619,6.2,5.25,,,4.4,,5.75,4.75,5.25
1199,50003620,8.0,5.25,,,6.0,,6.25,4.25,4.25
1200,50003621,6.6,6.25,7.25,8.0,4.0,9.0,,,
1201,50003622,7.6,5.5,9.0,8.25,6.8,9.0,,,
1202,50003623,5.8,6.5,8.5,7.0,4.0,8.25,,,
1203,50003624,8.2,7.0,,,7.6,,7.0,8.25,6.5
1204,50003625,8.2,7.75,,,7.0,,7.25,8.75,5.0
1205,50003626,7.6,6.25,7.5,7.5,4.2,8.5,,,
1206,50003627,3.6,5.0,7.5,6.0,2.8,7.25,,,
1207,50003628,8.6,7.5,,,9.2,,8.25,6.0,5.0
1208,50003629,8.0,8.0,,,6.8,,6.25,5.0,5.0
1209,50003630,6.8,8.5,,,4.8,,6.0,6.75,6.0
1210,50003631,7.2,7.0,8.75,7.5,5.6,9.0,,,
1211,50003632,5.2,7.5,,,3.8,,3.75,6.75,4.75
1212,50003633,7.0,6.0,,,4.2,,5.75,5.5,5.25
1213,50003634,4.6,6.5,6.75,7.25,4.8,8.5,,,
1214,50003635,5.4,7.0,6.75,6.5,3.0,7.5,,,
1215,50003636,8.6,7.25,,,4.6,,7.25,8.5,7.0
1216,50003637,7.8,5.75,7.25,7.0,6.0,8.75,,,
1217,50003638,4.6,6.75,6.0,6.5,4.6,8.25,,,
1218,50003639,7.8,8.25,,,6.8,,6.5,6.0,6.5
1219,50003640,7.4,8.5,,,8.4,,6.25,5.75,5.25
1220,50003641,6.8,6.0,8.5,7.75,4.4,9.75,,,
1221,50003642,5.8,6.0,7.5,8.25,4.2,8.5,,,
1222,50003643,5.6,6.0,6.5,7.25,5.4,8.25,,,
1223,50003644,5.4,6.75,7.0,6.25,4.4,7.75,,,
1224,50003645,6.0,8.5,7.0,7.75,6.0,8.5,,,
1225,50003646,7.6,7.25,8.0,8.5,5.6,9.5,,,
1226,50003647,6.2,6.5,8.0,7.75,4.0,8.5,,,
1227,50003648,4.6,6.0,6.75,7.0,4.0,8.5,,,
1228,50003649,5.0,5.25,7.25,8.0,4.4,8.75,,,
1229,50003650,5.8,5.75,,,5.6,,6.5,6.25,5.5
1230,50003651,6.0,7.5,7.5,8.0,4.6,9.25,,,
1231,50003652,6.2,7.42,,,5.4,,7.0,5.25,3.75
1232,50003653,7.6,7.25,8.0,8.75,5.0,9.5,,,
1233,50003654,7.2,7.0,,,8.2,,5.75,6.5,4.5
1234,50003655,7.6,7.25,,,5.4,,7.5,6.75,4.0
1235,50003656,7.6,8.0,,,6.4,,4.75,8.0,7.0
1236,50003657,8.8,8.25,,,6.4,,5.5,6.75,5.5
1237,50003658,6.2,7.5,6.0,6.25,5.2,9.0,,,
1238,50003659,5.0,7.0,,,3.8,,6.25,3.25,3.5
1239,50003660,4.8,7.75,7.25,6.75,5.8,8.5,,,
1240,50003661,7.8,6.5,,,7.2,,4.0,6.5,7.5
1241,50003662,5.4,7.25,6.75,7.25,3.8,8.75,,,
1242,50003663,3.6,7.25,6.75,6.5,3.2,8.25,,,
1243,50003664,6.8,7.5,6.75,8.25,2.8,9.0,,,
1244,50003665,5.2,7.0,6.75,5.0,3.4,8.75,,,
1245,50003666,8.2,9.0,,,8.6,,6.25,8.0,6.75
1246,50003667,5.8,7.25,8.0,8.0,5.0,9.75,,,
1247,50003668,5.2,6.75,6.5,6.75,4.2,8.75,,,
1248,50003669,5.4,7.5,6.5,7.25,4.4,9.0,,,
1249,50003670,8.2,7.0,,,7.0,,7.75,6.75,6.5
1250,50003671,8.2,6.5,,,8.6,,5.0,5.0,4.75
1251,50003672,8.0,7.25,,,5.6,,7.0,7.25,7.0
1252,50003673,7.0,7.25,8.5,8.5,3.2,8.5,,,
1253,50003674,7.6,7.0,,,4.8,,6.0,7.75,7.5
1254,50003675,7.6,7.0,7.0,8.75,6.0,9.5,,,
1255,50003676,7.4,7.75,7.25,7.25,4.6,9.25,,,
1256,50003677,6.2,7.75,7.0,7.5,3.2,8.75,,,
1257,50003678,5.8,8.5,8.25,7.75,4.8,10.0,,,
1258,50003679,7.4,6.75,7.5,7.75,4.4,9.75,,,
1259,50003680,7.2,7.75,,,7.6,,6.5,7.0,6.0
1260,50003681,9.0,8.5,,,8.8,,9.0,8.0,6.25
1261,50003682,7.0,6.5,,,4.0,,4.5,5.75,5.5
1262,50003683,6.0,7.0,7.0,8.0,6.0,8.75,,,
1263,50003684,6.8,7.75,,,4.4,,5.5,5.75,6.25
1264,50003685,6.6,6.0,,,4.4,,5.5,5.5,5.75
1265,50003686,7.2,7.0,8.25,7.5,4.6,8.75,,,
1266,50003687,6.6,6.75,7.0,7.0,4.0,8.75,,,
1267,50003688,5.6,6.75,6.75,7.0,5.8,9.0,,,
1268,50003689,9.2,6.5,,,7.8,,7.25,7.5,6.5
1269,50003690,6.0,7.25,,,6.2,,4.25,6.75,4.25
1270,50003691,7.0,7.0,8.25,8.5,4.6,9.75,,,
